"ts","orig_h","resp_h","proto","query","qtype_name","answers","community_id"
"2026-02-13 06:41:25.940","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:zWu1f/LiN1uGQHGxNodHaD12tHs="
"2026-02-13 06:41:25.940","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:3PeyCBl2DroPQZbsVatv7Iosn+A="
"2026-02-13 06:41:24.770","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:mqtsvGDosx/fN9EZtbpcjsTBXZw="
"2026-02-13 06:41:24.770","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:qxijxT9DPbIQGfkcSZ2CHwru+bY="
"2026-02-13 06:41:22.955","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:lAQgF9GJyVV87MNNAaJLEjqqOD4="
"2026-02-13 06:41:22.955","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:v0KXFK7HWYB/Hz15FXMXm/ggg6U="
"2026-02-13 06:41:20.390","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:yfQEikcL4MtKvOCF1MIKF94iL4Y="
"2026-02-13 06:41:20.390","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:1x3YXPr3cPuGVPezUHPIlu4dD3s="
"2026-02-13 06:41:06.343","10.1.2.12","8.8.8.8","udp","teredo.ipv6.microsoft.com","A","","1:7gJuxt5kAxgZM6+JnWfaWauoXbw="
"2026-02-13 06:40:58.748","10.1.2.12","8.8.8.8","udp","grafana.com","AAAA","2600:1901:0:b3ea::","1:ITNTu6nmEVw3ohKRBQpgoUvw0hA="
"2026-02-13 06:40:58.748","10.1.2.12","8.8.8.8","udp","grafana.com","A","34.120.177.193","1:ixcqGijDZKXe0KvboHOlxE2T7qw="
"2026-02-13 06:40:46.858","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:qTXgIl8o2AxvOR6V9qDio5yKZxs="
"2026-02-13 06:40:46.858","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:dKNXsg53r4vf0Byil4ObcY4Nitg="
"2026-02-13 06:40:26.129","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:5xfup1FwfhskVrueX6SuS/pkk/0="
"2026-02-13 06:40:26.090","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:7J8RLWgNlz+DaHIiKWx25G6fvsI="
"2026-02-13 06:40:26.015","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:kbWGivxdfqiYIEGlhbvl0dD+JcY="
"2026-02-13 06:40:25.977","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:mlTlRO/0Z3mweHIczchgbjy5DrA="
"2026-02-13 06:40:25.901","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:r8pfytEZxDsLP8+lcUBgU8KgwI0="
"2026-02-13 06:40:25.863","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:MwzxcgpnzZKXhKN/PmFzmSo0cQk="
"2026-02-13 06:40:25.787","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:E4HsGEGBQamBOyNCrumK5n8+3T4="
"2026-02-13 06:40:25.748","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:qlXZAMbS3CBGTXNgPgYTpDNKfyw="
"2026-02-13 06:40:25.676","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:B4TPyedyowwt6MkpBP6W7BcGNlg="
"2026-02-13 06:40:25.635","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:hlXt2dwwMCQat86V1n+A3OswTkw="
"2026-02-13 06:40:25.556","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:rcOMCPmzOaGAbmL8feR8Tk3rgIk="
"2026-02-13 06:40:25.517","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:eXOSNY5odLvGMU+wrej/dDHeKIo="
"2026-02-13 06:40:25.445","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:sBPh/5TZ7aqfio2A3tKND/3vGhs="
"2026-02-13 06:40:25.407","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:2/ROSzlI95401e9q75ePggMqOY0="
"2026-02-13 06:40:25.330","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:BfooPpKyPOSXCoorN1g2U2guJL0="
"2026-02-13 06:40:25.291","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:OjR1MW6/OPYzcVjq2pPBSiBrZDM="
"2026-02-13 06:40:25.219","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:bvQBgeYP5tiuobqf9TjxRZpcZSA="
"2026-02-13 06:40:25.179","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:M3K1hVI2/VklDuJSJO2t2CIz5qE="
"2026-02-13 06:40:25.103","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:NCyU1g9rJ6H6YvEvp4woGbp5+JE="
"2026-02-13 06:40:25.066","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:H93mmSdlpRCT84ID4+P94uAWpPQ="
"2026-02-13 06:40:24.995","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:oqYna3I1KHUHmxJek/9qLVvCGAM="
"2026-02-13 06:40:24.956","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:WcHgSlhErgRZAEzWd7sTn215X4w="
"2026-02-13 06:40:24.871","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:CWGQge4L7ik0shlPygK9YdTGrho="
"2026-02-13 06:40:24.833","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:fvNc/Eyna/WOrRKZImAJyKmKtrQ="
"2026-02-13 06:40:24.762","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:/94/LYIcjR7ctD6sh1EopeH4APk="
"2026-02-13 06:40:24.724","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:ElsaAgRupM6ZuyGYqr0+rOWM4c0="
"2026-02-13 06:40:24.648","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:cF87ibfJflTLn3mNOa7t5vN33HQ="
"2026-02-13 06:40:24.610","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:ARVppZSah/AIdcJhJ/UQgqPUOPE="
"2026-02-13 06:40:24.539","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:R0ZbOZJaVO3X+IIkn5pWYQXl3Uc="
"2026-02-13 06:40:24.498","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:9/0mssVoslwYDI4ZU3D2qhZnZ4Q="
"2026-02-13 06:40:24.419","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:IUpzb4DMr+7CHPQy5v3/cTLT+/Q="
"2026-02-13 06:40:24.381","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:cslT8BePKdIXtq2Qe79o+0rrtgo="
"2026-02-13 06:40:11.539","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:9P/JFC39QMn4gWC4QQGIdQv8KCY="
"2026-02-13 06:40:11.539","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:gJ0lBZM28NNDEJjFnYTpF7J5JBE="
"2026-02-13 06:38:26.140","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:eVTSWx7IaG/JRkN6zDxSD404TNg="
"2026-02-13 06:38:26.102","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:q2FPeiidjdS+OcDOgpEZSPyT68c="
"2026-02-13 06:38:26.023","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:MEYVdxQ1GGL10SEXClshWMdbwMY="
"2026-02-13 06:38:25.984","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:h/kVvywEEJ/wZh5SgzsBZxK+xJc="
"2026-02-13 06:38:25.912","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:o44F3QjxlKAvMUQx9VZTauX4BDQ="
"2026-02-13 06:38:25.873","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:ovNyWTI+++QxV5NqiRhcwzDoZ1o="
"2026-02-13 06:38:25.798","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:Dz7RtyM63X0eWbGkBZBVm7rwInI="
"2026-02-13 06:38:25.760","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:VIlgIi5DU5FWd3Uhxzegrx+ODQg="
"2026-02-13 06:38:25.687","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:v2MhUK3JGj0bRsDwPopDg44wyzg="
"2026-02-13 06:38:25.649","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:JzQVTOjvx2vTxkglBVEHc6kgUdQ="
"2026-02-13 06:38:25.574","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:gtf70D0KPb5yKarOp/UeE6VF6zg="
"2026-02-13 06:38:25.535","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:Vm3jb+ccQFjMZQjhXh/5VUil73k="
"2026-02-13 06:38:25.465","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:YKv6oMU3F/DBzbssf9RHAT0qn5I="
"2026-02-13 06:38:25.426","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:opdD0qHYNvklxeGA9RQ9e5sgDe4="
"2026-02-13 06:38:25.351","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:B2kWEFCEPolbo0+0LAuAnzgDMzQ="
"2026-02-13 06:38:25.313","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:g9BGy2yUtrLD1EiH3Eq9dO/L7tU="
"2026-02-13 06:38:25.241","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:TmCE6gi390OL9Jq5nSMvQJ9bXfA="
"2026-02-13 06:38:25.203","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:ynYCLo0y0iglcHm53Lsq+xiUZBk="
"2026-02-13 06:38:25.127","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:61NXHTOO3E7I4JKp/fcIBb9iJ6s="
"2026-02-13 06:38:25.089","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:TcqgLbliqeLj6z+RuOZVrrvgqzU="
"2026-02-13 06:38:25.017","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:1n4WxJDucDN9IDowDcW1lM1mdfY="
"2026-02-13 06:38:24.978","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:8Fs0iDvYtER29MWxu6CAS6kyxog="
"2026-02-13 06:38:24.881","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:CGjLzbpqWek0FJCDG4yNM9rpmBo="
"2026-02-13 06:38:24.843","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:4lRrkvsbGZ2TIOQdPZi0zEmRXoI="
"2026-02-13 06:38:24.773","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:l0cv83dyBtCOEgvt8OnpUobVJHw="
"2026-02-13 06:38:24.734","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:hfpmnqCWhlDzDkFXLRvL1nZKtmk="
"2026-02-13 06:38:24.658","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:6oRHvInErpNuphcivTEGxXItP/0="
"2026-02-13 06:38:24.620","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:ddbM00VvgPp30sHYvNLnc1KvVgQ="
"2026-02-13 06:38:24.548","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:e60Q54KZy67g5LsUev7/zj4earY="
"2026-02-13 06:38:24.509","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:jvP9Fv/ZLgeuJdalMmt5cfJ5zyY="
"2026-02-13 06:38:24.421","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:624IQjzI9zbN82ojsHamxGAr0bg="
"2026-02-13 06:38:24.382","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:YLOjtq53ZPr4v7ypiSj+9+y+6bY="
"2026-02-13 06:37:33.450","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:OGKOEnBUZ1UQbtx1CkIPXUJQ/EU="
"2026-02-13 06:37:33.450","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:dxUAO8Poy+/FX12KW5OBDM60tc8="
"2026-02-13 06:37:32.009","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:ZEP+hWyGPsMZRNESLrjSbQ5khE4="
"2026-02-13 06:37:32.009","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:XnWaB1tGRKvVsvucZJC18kj91NY="
"2026-02-13 06:37:29.143","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:Wew2gBGVQEZohZm+iWg2Q1mWdS4="
"2026-02-13 06:37:29.143","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:a0FZ+/5SWJ9l7oYv3nFLL7x4Xyk="
"2026-02-13 06:37:20.373","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:dULjxzKcJdn2ItyiNDa2EpITb7I="
"2026-02-13 06:37:20.373","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:QzbaQZvhYD6mVclsp164H9thi+k="
"2026-02-13 06:36:55.056","10.1.2.12","8.8.8.8","udp","telemetry.elastic.co","AAAA","2600:1901:0:2440::","1:Fq/nqIjOvgffIUQLg88YasXntlk="
"2026-02-13 06:36:55.056","10.1.2.12","8.8.8.8","udp","telemetry.elastic.co","A","34.95.113.255","1:oC9c3aDXAvCx9netiJGozM4rpws="
"2026-02-13 06:36:46.679","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:VGMh8eD3gtK0U8w+KISpSJcb3p0="
"2026-02-13 06:36:46.679","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:b0QPfWyjQdBeUlbaXNqaDSaBgeI="
"2026-02-13 06:36:43.353","10.1.2.12","8.8.8.8","udp","telemetry.elastic.co","AAAA","2600:1901:0:2440::","1:bfmF7l3bE99Xr3umatu+luISIGA="
"2026-02-13 06:36:43.353","10.1.2.12","8.8.8.8","udp","telemetry.elastic.co","A","34.95.113.255","1:Qt4RXMII3Y4QDvIL3xD6CPdBlro="
"2026-02-13 06:36:26.126","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:YSFpoqJ+L1N2s+bQmr/WRfu4s3s="
"2026-02-13 06:36:26.088","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:fkRj9xXUeJwUe2d+TqcEahnDxg4="
"2026-02-13 06:36:26.008","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:Tb4LSP29ZQuRnq4BhOSZj4Hhsnk="
"2026-02-13 06:36:25.970","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:iQUOH1ctssrCVQxT5s8TTtPo+qw="
"2026-02-13 06:36:25.899","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:50UQylzzOgDBdf6LDoTtDPxZcnU="
"2026-02-13 06:36:25.860","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:snB2gP26Il27YqNRAQqi6qTAaQw="
"2026-02-13 06:36:25.783","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:wVHU2FnrFgUFRGbcWO1OlFwvkCQ="
"2026-02-13 06:36:25.745","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:f+e3q6WvbUqK6cuC+L1g32RvZSk="
"2026-02-13 06:36:25.674","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:8YPU5dHyMLj8A+Ce0eypCcQLTPU="
"2026-02-13 06:36:25.635","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:4XB1NrayWdzOVWC9YHTDJkj+8NQ="
"2026-02-13 06:36:25.560","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:BUUqONE5cMoediuj6AyKy0boP1c="
"2026-02-13 06:36:25.521","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:hDSc+MQy6xSG8QSKiCEt49ckoyo="
"2026-02-13 06:36:25.451","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:khfjVxa2kegU2RorzjaN4X+Fu/Y="
"2026-02-13 06:36:25.413","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:WCWB4WRIyDeR6bItcV/wihhbzRk="
"2026-02-13 06:36:25.322","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:Op5UPm+fO/DsD4+JXIc9VI4JvU4="
"2026-02-13 06:36:25.284","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:ersQ3nMF7YsgST51Egg7tbsvYJw="
"2026-02-13 06:36:25.206","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:6drMNxn4TfJKC02o7lUtef5xdVg="
"2026-02-13 06:36:25.167","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:yPPfBRgidGbgTzhQ0JRgLB3E3do="
"2026-02-13 06:36:25.092","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:7CMvJmkcbMNdlIKda6kmdJfv8S8="
"2026-02-13 06:36:25.053","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:zyjVo5nXJnbj5Iiy802iCXOsJGo="
"2026-02-13 06:36:24.982","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:vEBRdGwL4faQooeP/lbASRnOQwc="
"2026-02-13 06:36:24.943","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:5XIPLqyCQSKgIYSJbgRpCLXKpZ0="
"2026-02-13 06:36:24.867","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:vn5FBP9JrWrHMOyo/q6l4aLYxCw="
"2026-02-13 06:36:24.829","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:QWrv183upvUI2SKib1XITevXnSc="
"2026-02-13 06:36:24.758","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:OxIWKaiFVJqz+7cfyUbjaN31b0A="
"2026-02-13 06:36:24.719","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:H+5aujkoGIVyNxGbbFQYt2L9GRE="
"2026-02-13 06:36:24.642","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:BoS2dwEz+uLdvlejFYfbwg2+nbA="
"2026-02-13 06:36:24.604","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:LI+dL7Oa1F3iitt9a4Ow+5W9j9M="
"2026-02-13 06:36:24.534","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:Lp+8VfjcTXH83T6fGW2RnrBXlbY="
"2026-02-13 06:36:24.494","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:Cc7WsJS88MBqsOthRPDqmrDvQTA="
"2026-02-13 06:36:24.419","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:s4oOEKB60oRM50avrqN3rGtnNx8="
"2026-02-13 06:36:24.380","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:GH+ozEujz/wMdEqYeLCreSfhHIo="
"2026-02-13 06:36:12.241","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:7hIJ52Pv/WPJ5HBq7MptIFsLNRA="
"2026-02-13 06:36:12.241","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:UIl6KRSqU+/OBT8OtDZm20P48Kg="
"2026-02-13 06:36:09.794","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","AAAA","","1:+mifkQwIK4ghfkx1JkNtjVirUac="
"2026-02-13 06:36:09.794","10.1.2.12","8.8.8.8","udp","community.sicherheitstacho.eu","A","160.44.201.156","1:W3FxYKtvQv5+bsz1qpidzvUCNhg="
"2026-02-13 06:34:26.445","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:o3MRLwAgUmBag5Um4paGuzDk5oA="
"2026-02-13 06:34:26.406","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:V/V16h6eL9RCaWWRFWsuRZXpD1U="
"2026-02-13 06:34:26.322","10.1.2.12","8.8.8.8","udp","honeypot","AAAA","","1:vH8KO4Ju/csayV+9p0AMzdDK/VA="
"2026-02-13 06:34:26.284","10.1.2.12","8.8.8.8","udp","honeypot","A","","1:40OSG8WjKsjQ0+EKcjUAHFodaN0="
"2026-02-13 06:34:26.211","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:W/tLBCAAqYLzNWqIpC8A5qY0uVw="
"2026-02-13 06:34:26.174","10.1.2.12","8.8.8.8","udp","c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa","PTR","","1:X7LxL80N2ff9xX8MkHRpz2K7cHE="
