ts,uid,orig_h,orig_p,resp_h,resp_p,proto,query,qtype_name,answers,rcode_name,qclass_name
1767932544.355189,CbUesa1nxWmIWHGlm1,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932544.355219,CFYfbQDjKGum2Ka83,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932632.329511,COMn4l22rSW6bGwiOa,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932632.329533,CsczAo1Ziiq7OuQY6d,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932634.366181,Cci57N2OLSxUIO6yO4,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932634.366152,C6Ey1A35j1roa2cJTi,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932636.071017,Covjpd4sqVbz9Kj4rj,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932636.071037,C1LR3P2vB69Sn8pfEk,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932637.242721,CaQjNr38UVesX5BOo4,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932637.242705,Cr6sIm203PhgOX3TDi,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932661.282442,C6pBiS3LCg01lnzHM7,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932661.282415,C6pBiS3LCg01lnzHM7,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932661.985095,CSAPQm4JKMmO7f3fM8,,,,,udp,telemetry.elastic.co,AAAA,['2600:1901:0:2440::'],NOERROR,C_INTERNET
1767932661.985076,CKj3l4DX2CSfqIofg,,,,,udp,telemetry.elastic.co,A,['34.95.113.255'],NOERROR,C_INTERNET
1767932727.24273,CFtbKR3LXyNqR8hIkc,,,,,udp,teredo.ipv6.microsoft.com,A,,NXDOMAIN,C_INTERNET
1767932729.053588,CNV5mDY8CgTbc7SAc,,,,,udp,www.msftncsi.com,A,"['www.msftncsi.com.edgesuite.net' 'a1961.g2.akamai.net' '211.239.236.11'
 '211.239.236.25']",NOERROR,C_INTERNET
1767932735.546973,CVjiff136OZpUJatp,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932735.546995,CZziGgxU5oCu6ABNc,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932737.099521,CvCLei3h53VmKy3zs1,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932737.099532,CDwLxA3ykROvyf9rsh,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932738.623048,C0jwIyVKZIw8qmGfl,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932738.623626,ClskbYlnLaqmxeLH2,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932750.741315,CUrHzo1xWDFCxSyeEh,,,,,udp,26.60.122.134.in-addr.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.016987,C4vYg437nWCY3qxsfb,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932777.016963,C4vYg437nWCY3qxsfb,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932777.079131,CJwhmK2l07GSwHORuc,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.117664,CXNJnm3wxRHWWG0Tvf,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.1969,CCorKL3vYooKiJYOA4,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932777.196869,CCorKL3vYooKiJYOA4,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932777.258846,CxPsz23Vx8fBjDW7He,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.298177,CYPzHg3SCV3xHEn593,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.365418,CNPTXaBcduwrCcxh4,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932777.365449,CNPTXaBcduwrCcxh4,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932777.430677,CnIigd4DIkGw6kFaW6,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.46842,C38sop1FRICoCzzag,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.536589,Ci7AVO3wsFYL7ScxGk,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932777.536561,Ci7AVO3wsFYL7ScxGk,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932777.598408,CY9cnc3iMKTVQ4SHFg,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.689391,CUjTpE4pL5LEvcItck,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.756807,CoJbtE3jVmYQQ8r6J7,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932777.756776,CoJbtE3jVmYQQ8r6J7,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932777.818936,CQWGYG3iZG5Eq0nqo5,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.856429,COyACxONBeGLzCvE8,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932777.923179,CeYBBG2bKMq6RjFG3j,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932777.923204,CeYBBG2bKMq6RjFG3j,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932777.985896,CTOmox1vKpA7lCUDLj,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932778.025019,CqAaJP1OWl0glD8mgj,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932778.092752,CwGJVM3Jby6GnU1VT8,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932778.09278,CwGJVM3Jby6GnU1VT8,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932778.154064,CzYgyF3U0K7N1uD0p5,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932778.192409,CpYrou1330VvL4r9Yd,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932778.255736,CmBWkmszbrne052Rc,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932778.255707,CmBWkmszbrne052Rc,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932778.32663,Ciqn8n4vSqfUfFj8Df,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932778.364942,CycCH1TZQxHEvip7k,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767932828.250631,CAjJ0g3eFfEiBLTpfb,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932828.250654,C9zl0n3kGkjT2LLRo4,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932830.162735,CioCQV3VT8YDoE6hFh,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932830.162778,CO4LirMpmfdPImPh5,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932831.636443,C1y92D6YkrK2Hid22,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932831.636428,CY2qj73Ye4jLFnMqJ8,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932891.771436,CZQ2PF4Cej3II3hRBe,,,,,udp,github.com,AAAA,,NOERROR,C_INTERNET
1767932891.771411,CZQ2PF4Cej3II3hRBe,,,,,udp,github.com,A,['20.200.245.247'],NOERROR,C_INTERNET
1767932892.644475,C1QMWv3LNQMSnuKfhh,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767932892.644438,C1QMWv3LNQMSnuKfhh,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767932892.721371,C9x0gBH3tOXu176Jj,,,,,udp,github.com,AAAA,,NOERROR,C_INTERNET
1767932892.721351,C9x0gBH3tOXu176Jj,,,,,udp,github.com,A,['20.200.245.247'],NOERROR,C_INTERNET
1767932894.545881,CshwxO1NzvoP6QUJS3,,,,,udp,pypi.org,AAAA,"['2a04:4e42:200::223' '2a04:4e42:400::223' '2a04:4e42::223'
 '2a04:4e42:600::223']",NOERROR,C_INTERNET
1767932894.545856,CshwxO1NzvoP6QUJS3,,,,,udp,pypi.org,A,['151.101.128.223' '151.101.192.223' '151.101.0.223' '151.101.64.223'],NOERROR,C_INTERNET
1767932922.412809,ChxNIXCLKogC0Kisf,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932922.412849,CSHI6A1nP6BqPbpOp3,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932924.313083,CJORCC38Vm3NGBoNq,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932924.313044,CRWccYRqlKdv1GZi7,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932926.011143,CTR9Wb4m7ZCDtPzUG,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767932926.011165,C6dgOk36VaFBVj94q3,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767932962.024259,C7X63m3MZPk73CIwji,,,,,udp,telemetry.elastic.co,AAAA,['2600:1901:0:2440::'],NOERROR,C_INTERNET
1767932962.024314,CuOIT02miJyy8gRrr4,,,,,udp,telemetry.elastic.co,A,['34.95.113.255'],NOERROR,C_INTERNET
1767933017.042491,CAafst1W95zPyYeg5j,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933017.042513,CEO4gq13eTjgViyWI7,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933019.330474,C3CTEU1nGI4wq4qOic,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933019.330456,CM8Uoh109W6AKXj4ta,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933110.788445,CCGwS25lepum3uQSa,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933110.788458,CqTMiU2tQskqfWzt6e,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933113.215336,CPCRBt3u1AwzcT5tbf,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933113.215359,Ccum5tsSrwTNTcESd,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933116.099771,C8oOod3yT1kQBAXCTl,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933116.099755,CinaVL1QYLGXcZGuJ7,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933136.99951,CBGLnXgNiBPTpUn,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933136.999539,CBGLnXgNiBPTpUn,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.062839,CvdU0r4XiVrbCBOg2j,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.101863,CVEdmG1pUuNhZi9WF6,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.179608,CktuLp4f4HSvlHtDyj,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933137.179632,CktuLp4f4HSvlHtDyj,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.241279,C8NNiZ9dMLnu7LPTe,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.280561,CdjhjuIZggUsYMDwl,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.339107,Cm21RDvqliFqcjEQk,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933137.339131,Cm21RDvqliFqcjEQk,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.416081,CPuzWON23EA0m85w1,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.4559,C6xVoy38Z9XB118y3a,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.514134,CvAmhtxm529ZbDWA6,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.514099,CvAmhtxm529ZbDWA6,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933137.575581,Cqwc8P1NJUwrbLVIyd,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.615806,C1fXSa4XI8ljk4hd5j,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.67449,C91SYF8Im4EPSvFV4,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933137.674519,C91SYF8Im4EPSvFV4,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.73568,CEhu1p2Bxv9exs2FFi,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.772932,COrsWfCEjKDK68vZg,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.831357,C9rxHP27Kpt5tvZgUb,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.831332,C9rxHP27Kpt5tvZgUb,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933137.892442,CSg32h3CVMpG7KoTga,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.930097,CWcXAj1yoWrK8NMHdg,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933137.993058,CGfKKq25w5vWK1dZk2,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933137.993031,CGfKKq25w5vWK1dZk2,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933138.055554,C9nFhY1bMjMCa7Yra4,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933138.093446,CsEosc26oiaKa4lQq,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933138.157295,Cnjo9B4EuIMVEnbdge,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933138.15727,Cnjo9B4EuIMVEnbdge,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933138.21775,ChnAKf2nRJYpLH3kaj,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933138.256808,CYMhwf1YiVibG7nJZ8,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933205.98438,CdWZO02ev6jhyrf8kc,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933205.984403,CIEcLn2CWpqp7abV8d,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933208.396079,CxyoPLjHGYmmREt2a,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933208.396091,CG2BAc1ViGmhgfL7Jh,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933212.703332,CP9VmO2W3F7LCRGpHl,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933212.703309,C69OJe4v88TKWq9tLf,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933216.814258,CDwdL81dnFGEAVoY97,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933216.814238,CU8ppWm2OTX5VG0U8,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933220.90711,CKujlk2fSY0bmwFBM,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933220.907091,CZO7DJ1ovtjSxXcDKb,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933224.920355,CSbd1s1Fr3f2Zk3se1,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933224.920334,CaxyOS1vwnmCNOXfj,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933228.979343,CJ34KiRCUwfPXcou8,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933228.979354,Ckv5Z33M0MRwDHuXf3,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933233.045593,CMxsCw2Jg8JfTUyO9k,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933233.045617,C5ASzo3ufqX7Giltni,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933237.049212,CLQHPI3M2V7X2DGDL5,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933237.049164,Cvk87V3vUbgrxi2Hgd,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933241.113988,CNNNngKVNaOX0fkG6,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933241.114007,CETL5b11D1fwMsbyef,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933245.08359,Cv22VRGivM5Ecvfp7,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933245.083633,CFlSMU1FANYjEjEla,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933249.442755,C4Y4Mj1uSq8eKgOLPl,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933249.442776,CWuYO91VPsifDEDygi,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933253.567449,CIkUus34FWsWQa4Klb,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933253.567478,COGWzGy7u5VyA4K82,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933257.017432,C4QW5z2Zbk6Jq8kQvi,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933257.0174,C4QW5z2Zbk6Jq8kQvi,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933257.079571,CTcia8Qh0C97JgJa5,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.118776,Cvs9Az2gPWKcmEC281,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.187121,CvVnOulaxijvJA6S3,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933257.187093,CvVnOulaxijvJA6S3,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933257.249614,CCTxTs3dcZNvwgSBb8,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.288927,CuPDir3Ap045GbMeW,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.356976,CE7R5w4XDxCk6ojEl9,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933257.357002,CE7R5w4XDxCk6ojEl9,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933257.417606,CUfuyU1PPKjPX6hW51,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.465411,CAVLE64jOhZjMLQTS2,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.532791,C9T0Ud2UOZu22RJxb1,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933257.532828,C9T0Ud2UOZu22RJxb1,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933257.594346,CZbkGw1evfRkhiQe1b,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.632048,CfDkroixmcVf3p86k,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.698144,CCBe0JIEF46lX9E16,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933257.698169,CCBe0JIEF46lX9E16,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933257.761373,CTkRsB3VQKj6zo08yh,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.799058,CtSYsL1YYds9Y7kHPk,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
1767933257.845758,CSe9G53uJ7qH8u2fvi,,,,,udp,community.sicherheitstacho.eu,A,['160.44.201.156'],NOERROR,C_INTERNET
1767933257.845682,C2IWBA1yIdzhoaViOd,,,,,udp,community.sicherheitstacho.eu,AAAA,,NOERROR,C_INTERNET
1767933257.866328,CL4cCd273yDIWPzofj,,,,,udp,honeypot,A,,NXDOMAIN,C_INTERNET
1767933257.866361,CL4cCd273yDIWPzofj,,,,,udp,honeypot,AAAA,,NXDOMAIN,C_INTERNET
1767933257.926839,Cn08PB1edWIwhQX6W6,,,,,udp,c.2.b.d.4.5.e.f.f.f.a.8.6.7.e.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,PTR,,NXDOMAIN,C_INTERNET
